GiniIncomeClass,GiniSendClass,GiniIncomeValue,GiniSendValue,totNumTransaction,inNumTransaction,outNumTransaction,paying,paid,numberAddressesPaidAfterTheyPaid,lifeAddress,activityDay,frequentUse,moreTransaction,inPerCent,mediaIncomeV,mediaSendV,devStandardIncomeV,devStandardSendV,varianzaSendV,varianzaIncomeV,totalSendBTC,totalIncomeBTC,totalSendUSD,totalIncomeUSD,maxNumTransRec,maxDiffDay,minResponsiveness,avgResponsiveness,maxResponsiveness,rangoCluster,type
98.46,0.00,25.99,0.00,141,140,1,119,1,0,2329,2329,FALSO,VERO,99.29,122078568.00,862000000.00,61318497.82,0.00,0.00,547483673000000000.00,862000000,17091000001,0.00,343.30,6,862000000,53749479.00,53749479.00,53749479.00,3,N
89.58,80.00,50.95,55.27,29,24,5,24,5,0,36,32,FALSO,FALSO,82.76,8208333.50,37200000.00,8331562.15,44566355.02,1986159980000000.00,2826676890000000.00,186000000,197000000,34.29,22.81,3,96000000,1222.00,20170.00,50680.00,3,N
97.21,94.10,48.24,67.46,190,163,27,107,27,1,516,512,FALSO,VERO,85.79,163392640.00,986407360.00,328798405.92,1428477720.71,2040548720000000000.00,2717902030000000000.00,26633000000,26633000000,2422.84,2059.95,4,4503000000,736.00,1332400.00,31362561.00,18,N
96.73,97.99,88.43,87.82,10521,6774,3747,5129,3913,34,1574,874,VERO,VERO,64.39,219490128.00,396791232.00,3518554660.50,5629401107.16,31689596000000000000.00,31721234000000000000.00,1486761382324,1486790384324,185796.55,104262.72,246,250000000000,0.00,4372.00,1744074.00,154,N
97.53,97.52,73.19,71.19,2053,1151,902,527,1039,235,2333,841,VERO,VERO,56.06,69865696.00,89152472.00,167730455.37,241856945.51,58494809000000000.00,58866878000000000.00,80415673128,80415673128,10962.48,8172.77,63,2764000000,0.00,36412.00,3351432.00,315,N
87.71,90.88,92.84,90.20,71,46,25,46,32,6,147,58,FALSO,FALSO,64.79,87586944.00,161040000.00,494366085.09,662269546.01,438600892000000000.00,443996264000000000.00,4026000000,4029000000,68.41,43.11,14,3486000000,0.00,212970.00,1352193.00,12,N
94.71,89.20,67.18,29.06,80,61,19,61,19,0,85,59,FALSO,FALSO,76.25,60366624.00,193808608.00,89722838.59,105376370.05,11104179500000000.00,28910945300000000.00,3682364020,3682364020,514.66,533.78,3,354000000,277.00,24848.00,150709.00,10,N
99.70,98.19,51.82,78.20,1194,1111,83,435,81,3,1763,1303,FALSO,VERO,93.05,171324192.00,2293267970.00,736864682.04,6036045494.81,36433853000000000000.00,40936485000000000000.00,190341286838,190341286838,43885.91,23061.71,6,36166092959,366.00,361897.00,17972517.00,60,N
99.40,99.24,81.21,81.23,16494,9704,6790,6305,9147,184,2272,2198,VERO,VERO,58.83,1185132160.00,1693742980.00,6214469102.39,11178316363.70,124952940000000000000.00,125214055000000000000.00,11500556198663,11500564199663,896746.28,862667.28,99,1244804492997,0.00,32864.00,88300027.00,269,N
99.03,99.10,90.90,86.48,4722,2949,1773,2134,2910,16,2274,1830,FALSO,VERO,62.45,317788416.00,528573312.00,2248331741.90,2910655570.11,8471916300000000000.00,8516346500000000000.00,937158599585,937158601585,82298.55,81771.72,34,39516000000,0.00,68502.00,63765812.00,47,N
92.07,96.97,69.08,73.33,307,224,83,211,102,10,1186,373,FALSO,VERO,72.96,3677038590.00,9923569700.00,10019428749.87,19362400851.23,374902680000000000000.00,413921760000000000000.00,823656332778,823656332778,47552.59,19339.67,16,100000000000,0.00,150925.00,2299247.00,17,N
96.87,89.26,39.11,42.97,51,40,11,35,12,0,63,54,FALSO,FALSO,78.43,345250016.00,1255454590.00,256473171.31,1176112421.13,1383240470000000000.00,2211712860000000000.00,13810000000,13810000000,474.23,396.60,6,3980000000,0.00,28272.00,72938.00,4,N
98.81,99.40,67.06,65.85,1247,826,421,734,227,15,1390,827,FALSO,VERO,66.24,398511040.00,781868740.00,772362091.92,1441749596.14,2078640060000000000.00,2225604910000000000.00,329166710765,329170178449,36631.86,34116.18,17,16000000000,0.00,27914.00,1385868.00,62,N
95.70,94.12,73.49,59.34,49,32,17,26,19,4,711,710,FALSO,FALSO,65.31,1175025020.00,2211811580.00,2060671094.98,2594347691.14,6730639500000000000.00,7805567700000000000.00,37600800000,37600800000,9865.68,5792.40,4,10000000000,0.00,312785.00,1826316.00,12,N
99.04,99.43,94.11,92.65,13694,9388,4306,7181,4467,37,2489,2176,VERO,VERO,68.56,724071300.00,1578602240.00,9316626817.59,18418228490.73,339227200000000000000.00,339963400000000000000.00,6797446665212,6797499705592,292943.54,170560.93,269,1733985000000,0.00,11387.00,14933126.00,161,N
98.64,98.97,71.12,70.08,1802,984,818,934,911,7,321,269,FALSO,VERO,54.61,169355440.00,203723344.00,675827454.47,743282047.15,552468103000000000.00,553649459000000000.00,166645819141,166645819141,15586.93,13731.19,34,17982000000,0.00,10511.00,2148207.00,27,N
98.97,90.91,46.83,55.70,175,164,11,93,10,0,2285,2285,FALSO,VERO,93.71,128667512.00,665617790.00,108275918.86,699555940.84,489378538000000000.00,777694130000000000.00,7321795790,21101472097,80230.54,3132.90,10,4001180509,42889.00,10353141.00,20663394.00,2,N
99.46,97.01,43.71,75.24,267,230,37,205,60,1,1735,1017,FALSO,VERO,86.14,93153016.00,579059070.00,94023754.80,992366537.06,984791470000000000.00,1220896340000000000.00,21425184874,21425184874,7985.82,1505.59,7,4414771526,4453.00,1530023.00,41466381.00,18,N
98.86,0.00,56.55,0.00,89,88,1,35,0,0,1123,1123,FALSO,FALSO,98.88,6323394.00,0.00,6849020.93,0.00,0.00,39985311000000.00,0,556458542,0.00,469.05,5,0,9223372036854780000.00,0.00,-9223372036854780000.00,1,N
86.32,93.88,34.01,39.50,66,45,21,11,24,1,61,47,FALSO,FALSO,68.18,41911120.00,89809528.00,43215646.46,70977941.75,5037868300000000.00,7332126000000000.00,1886000000,1886000000,265.18,279.94,3,229000000,1579.00,50220.00,330795.00,5,N
93.86,0.00,64.86,0.00,32,31,1,8,1,0,38,37,FALSO,FALSO,96.88,237950688.00,7376472100.00,670415834.62,0.00,0.00,50958490000000000000.00,7376471888,7376471888,0.00,1655.46,3,7376471888,612399.00,612399.00,612399.00,4,N
97.16,95.66,94.53,87.46,97,69,28,68,29,3,847,814,FALSO,FALSO,71.13,3126628610.00,7702697500.00,15020792974.91,23426402813.14,548796340000000000000.00,569736700000000000000.00,215675514517,215737326695,1927.71,1857.03,4,4595000000,0.00,63383.00,320449.00,20,N
86.26,90.28,41.35,42.94,51,39,12,34,10,0,694,690,FALSO,FALSO,76.47,107948712.00,350833312.00,91266291.67,299216994.28,89530809000000000.00,148523731000000000.00,4210000000,4210000000,663.05,514.41,4,531000000,0.00,69390.00,213961.00,11,N
97.84,98.97,71.92,78.66,4322,2832,1490,2033,1832,26,1477,1398,FALSO,VERO,65.53,217124672.00,412547712.00,661843412.23,1740686624.71,3029991540000000000.00,3068176200000000000.00,614693572918,614890892874,53503.61,25349.74,39,64208000000,0.00,10036.00,160914.00,141,N
98.78,99.26,85.82,84.71,24779,18063,6716,15333,6860,139,1483,1198,VERO,VERO,72.90,289476448.00,778523650.00,3886053097.49,7642327611.68,58405715000000000000.00,58643385000000000000.00,5228548302739,5228689057011,382169.31,356243.13,828,496704000000,0.00,1955.00,569421.00,476,N
84.87,88.89,21.62,71.79,238,226,12,202,15,0,672,671,FALSO,VERO,94.96,178139280.00,3354959870.00,88069763.24,5307969531.51,28174540000000000000.00,38266730000000000000.00,40259523544,40259523544,9518.72,3593.94,5,15696281749,1879.00,910254.00,9859633.00,11,N
97.21,99.57,79.55,64.37,4015,2977,1038,1177,1882,22,831,282,FALSO,VERO,74.15,51443200.00,147541936.00,182225124.75,311761651.15,97195316000000000.00,106430398000000000.00,153148489389,153148489389,19448.48,20958.93,42,2519837368,0.00,10795.00,1170816.00,278,N
97.65,95.68,77.49,68.10,171,138,33,21,42,2,292,291,FALSO,VERO,80.70,895186430.00,3743506430.00,2065161798.47,5836307392.06,34062485000000000000.00,42175410000000000000.00,123535726632,123535726632,12848.91,9721.40,20,29656696646,3447.00,299686.00,1949341.00,29,N
99.21,99.11,73.81,60.92,524,347,177,172,228,53,960,960,FALSO,VERO,66.22,11785815.00,23105402.00,22384568.78,31591423.84,998018130000000.00,1126151160000000.00,4089656297,4089676297,5103.69,4762.78,30,108819434,0.00,110648.00,11311613.00,136,N
96.06,94.44,68.74,56.52,86,68,18,55,34,2,30,11,FALSO,FALSO,79.07,272180032.00,1028235520.00,483719406.68,1346479018.29,1813005750000000000.00,2384626320000000000.00,18508240345,18508240345,2537.96,2257.60,10,3000000000,1186.00,13017.00,82704.00,51,N
92.66,97.66,65.71,70.81,437,389,48,318,43,0,1625,1588,FALSO,VERO,89.02,197306368.00,1599000060.00,275818887.88,3570859510.55,12751037000000000000.00,14715784000000000000.00,76752010000,76752010000,20445.59,4473.76,3,17980000000,0.00,756604.00,18096104.00,23,N
75.94,50.00,51.03,25.00,68,66,2,51,2,0,1514,1513,FALSO,FALSO,97.06,3333333.20,110000000.00,5433714.59,55008004.00,3025880430000000.00,14403658200000000.00,220000000,220000000,532.08,1.83,15,220000000,130067579.00,130067579.00,130067579.00,2,N
99.60,93.33,89.54,73.50,520,505,15,207,16,0,1822,1822,FALSO,VERO,97.12,5360214.50,171008048.00,23962011.42,366418516.57,134262525000000000.00,161701688000000000.00,2565120720,2706909144,12717.47,2908.23,6,1482000000,0.00,218743.00,2497955.00,12,N
72.69,95.16,43.39,51.93,116,82,34,54,36,9,15,11,FALSO,VERO,70.69,17101830.00,41245592.00,24836372.75,44915826.27,2017431640000000.00,2600352780000000.00,1402350000,1402350000,146.14,135.81,36,304000000,0.00,8685.00,83026.00,24,N
97.28,73.47,9.90,79.15,749,742,7,175,8,0,1564,1563,FALSO,VERO,99.07,1178444.90,79591368.00,324908.27,173813747.23,30211223000000000.00,36359806000000000.00,557139631,874406131,39.20,55.85,8,503918308,4222.00,28249.00,143969.00,8,N
97.52,99.72,59.53,66.84,3039,2519,520,1077,313,3,2331,2264,FALSO,VERO,82.89,302887040.00,1442251390.00,657639145.73,2485181766.80,6176131100000000000.00,7474279900000000000.00,749970951517,762970961521,973671.20,674584.40,14,29030665162,0.00,53902.00,7478785.00,356,N
97.66,87.60,37.80,54.74,136,125,11,32,9,0,724,723,FALSO,VERO,91.91,248719104.00,2826352900.00,556970102.23,2999751931.29,8998512000000000000.00,15642708000000000000.00,31089883709,31089883709,33764.97,12809.10,2,10346776644,5232.00,4044099.00,11887102.00,11,N
95.65,97.62,76.24,75.07,541,314,227,196,301,6,409,287,FALSO,VERO,58.04,548424320.00,758613310.00,1500832299.67,1793156154.78,3215408230000000000.00,3259587980000000000.00,172205188046,172205188046,13944.18,12932.76,10,20080149370,0.00,63586.00,3183458.00,52,N
86.64,93.27,88.78,85.68,684,526,158,517,202,73,25,19,VERO,VERO,76.90,33614136.00,111905064.00,146684530.87,326263581.94,106448024000000000.00,112577346000000000.00,17681000000,17681000000,59.97,60.95,81,1326000000,0.00,10298.00,128350.00,36,N
99.32,99.12,81.89,81.38,17985,10678,7307,6770,9657,210,2273,2187,VERO,VERO,59.37,1144104450.00,1671927040.00,6550524667.42,10643526365.00,113283750000000000000.00,113562935000000000000.00,12216812988976,12216820989976,951365.21,931192.97,105,1087719893348,0.00,30512.00,88300027.00,411,N
98.47,94.38,46.87,69.17,190,163,27,98,21,3,2246,2191,FALSO,VERO,85.79,180709808.00,1090920580.00,317052894.54,1666315907.41,2776608530000000000.00,3605092740000000000.00,29454858896,29455699193,47303.75,8597.11,7,6000000000,0.00,4276109.00,45909829.00,11,N
92.39,83.33,59.77,44.68,153,147,6,128,7,0,176,176,FALSO,VERO,96.08,46158640.00,1130552830.00,80167648.85,904963423.45,818958800000000000.00,1994869650000000000.00,6783316799,6785316799,683.37,419.51,10,2364000000,2349.00,332302.00,1559605.00,36,N
74.74,0.00,1.13,0.00,29,28,1,4,0,0,86,86,FALSO,FALSO,96.55,101821432.00,0.00,2268630.35,0.00,0.00,10367604400000000.00,0,2851000000,0.00,399.34,2,0,9223372036854780000.00,0.00,-9223372036854780000.00,1,N
98.92,99.31,89.94,89.16,21496,14396,7100,12245,6815,95,1508,1024,VERO,VERO,66.97,539717120.00,1094319870.00,5770120029.78,8840912032.28,78160675000000000000.00,78468900000000000000.00,7769622238383,7769626239383,462037.13,330735.06,346,890038999099,0.00,2041.00,498536.00,333,N
98.87,99.30,94.23,93.66,29714,21616,8098,18571,8123,212,2499,2250,VERO,VERO,72.75,1089861250.00,2909263870.00,42781021348.53,75577993367.99,5712498000000000000000.00,5714756600000000000000.00,23559598578320,23559690119418,1042197.50,645620.58,845,4800000000000,0.00,1771.00,502367.00,729,N
99.09,85.71,50.93,72.38,499,492,7,437,12,1,1661,1661,FALSO,VERO,98.60,310237120.00,21243484200.00,548965954.50,32728472739.40,1071152950000000000000.00,1509354000000000000000.00,148704390630,152636571585,118580.95,30749.26,7,90007000250,876.00,53934.00,221130.00,8,N
97.93,96.15,39.46,52.12,87,61,26,56,29,0,233,219,FALSO,FALSO,70.11,192442640.00,451500032.00,168931701.92,910081700.33,828248780000000000.00,895359390000000000.00,11739000000,11739000000,1354.64,1691.37,5,4965000000,334.00,598802.00,15067400.00,10,N
97.54,98.00,93.94,92.25,15118,10571,4547,8562,4994,63,2602,2539,VERO,VERO,69.92,745776960.00,1733749760.00,11717099463.32,18360759305.71,337123740000000000000.00,338098900000000000000.00,7883305392133,7883425828044,600701.07,267971.58,210,1739222000000,0.00,5601.00,1744074.00,256,N
93.07,90.82,13.30,19.81,33,19,14,19,14,0,4,1,FALSO,FALSO,57.58,143210528.00,194357152.00,40816120.33,70291847.87,4940943800000000.00,7556919300000000.00,2721000000,2721000000,149.48,140.78,7,119000000,1772.00,5219.00,17174.00,1,N
96.78,69.20,71.05,49.72,56,39,17,10,11,1,158,157,FALSO,FALSO,69.64,4356366300.00,9994018800.00,8991259155.54,11959738586.95,143035350000000000000.00,174818480000000000000.00,169898300000,169898300000,21403.85,3343.47,6,125063300000,0.00,509173.00,1773002.00,8,N
93.70,0.00,85.08,0.00,30,29,1,28,2,0,1803,1803,FALSO,FALSO,96.67,142444336.00,500000000.00,382115656.70,0.00,0.00,127846041000000000.00,500000000,4130887009,0.00,61.93,2,0,26533.00,26533.00,26533.00,1,N
68.01,50.00,37.33,49.32,94,92,2,70,2,0,996,995,FALSO,FALSO,97.87,159315104.00,7328500200.00,508482944.76,7228400128.00,52249770000000000000.00,103646985000000000000.00,14657000000,14657000000,126321.59,895.95,2,14657000000,52457250.00,52457250.00,52457250.00,3,N
96.07,91.56,90.94,80.81,157,142,15,133,14,4,2270,2265,FALSO,VERO,90.45,22849462300.00,216308089000.00,124999003091.92,441509577913.25,194930740000000000000000.00,232356950000000000000000.00,3244622105426,3244622205428,243091.32,480430.76,4,1528229346532,0.00,691149.00,4834642.00,16,N
96.15,83.33,19.01,52.47,32,26,6,25,9,0,372,116,FALSO,FALSO,81.25,42807124.00,172019760.00,16314421.40,170341462.20,29016214900000000.00,45712119000000000.00,1032118545,1112985281,131.09,94.34,3,400151384,5941.00,250846.00,675319.00,4,N
98.63,99.00,89.92,88.38,22795,16548,6247,14215,6545,126,2489,2190,VERO,VERO,72.59,410078368.00,1086236930.00,5399379303.69,9121135426.47,83196390000000000000.00,83653710000000000000.00,6785666240492,6785726059559,462769.51,379850.45,847,868629000000,0.00,2697.00,472855.00,462,N
84.70,0.00,14.82,0.00,63,62,1,21,1,0,1244,1243,FALSO,FALSO,98.41,101004536.00,6262281200.00,37014524.08,0.00,0.00,37961334000000000000.00,6262280989,6262280989,0.00,915.40,2,6262280989,87417840.00,87417840.00,87417840.00,1,N
96.27,91.67,55.74,61.76,108,96,12,72,20,1,1023,1003,FALSO,VERO,88.89,205235136.00,1641881600.00,301328084.33,1964347263.73,3858659920000000000.00,5922612300000000000.00,19702577934,19702577934,2246.13,414.78,8,9002000000,315.00,647681.00,1910151.00,7,N
99.35,92.90,42.91,38.78,311,275,36,179,39,2,1059,990,FALSO,VERO,88.42,140963232.00,1076802300.00,135024467.32,745837819.36,556274131000000000.00,1432068950000000000.00,38764880604,38764880604,53968.77,3624.23,7,16127057834,0.00,647353.00,5457204.00,18,N
97.92,97.54,29.10,20.93,121,68,53,67,54,0,142,79,FALSO,VERO,56.20,932411840.00,1196301820.00,687992381.38,740286978.20,548024736000000000.00,617662750000000000.00,63404000000,63404000000,560.66,534.88,3,3476000000,0.00,40130.00,240799.00,13,N
12.22,84.02,97.69,61.63,772,759,13,742,15,1,1640,1550,VERO,VERO,98.32,4410210.00,233692304.00,29582551.60,333891831.66,111483753000000000.00,164054024000000000.00,3038000000,3347354592,29.81,77.00,367,1007000000,721.00,432688.00,3513265.00,3,N
96.02,96.43,71.61,59.36,82,54,28,49,17,3,2377,2370,FALSO,FALSO,65.85,5613972.00,10826947.00,9297219.36,14932586.49,222982136000000.00,250157250000000.00,303154481,303154481,4962.39,3608.35,4,62926940,0.00,1175828.00,12877198.00,5,N
98.75,96.77,35.40,54.63,113,82,31,82,47,6,1550,1520,FALSO,VERO,72.57,56117852.00,148440480.00,44158325.59,241700253.72,58419003000000000.00,66942473000000000.00,4601654632,4601664632,20389.54,760.25,3,1399000000,184973.00,2012974.00,3771947.00,22,N
93.14,77.78,58.68,61.16,165,159,6,156,6,0,2153,2153,FALSO,VERO,96.36,128395560.00,902649280.00,390467733.90,1131189140.52,1279588820000000000.00,1879058090000000000.00,5415895843,20414895843,39059.28,1471.31,2,2914667743,129838.00,10585757.00,21041677.00,6,N
99.01,92.86,71.77,75.34,153,139,14,128,17,2,1245,1210,FALSO,VERO,90.85,257097456.00,2552610300.00,566190641.77,5733823792.63,32876741000000000000.00,38146113000000000000.00,35736542589,35736542589,10538.36,8357.96,3,22902760000,1078.00,470069.00,2747685.00,20,N
98.86,98.75,67.10,66.60,594,341,253,277,386,31,1071,690,FALSO,VERO,57.41,6121248300.00,8250376700.00,9399316311.63,12073192785.75,145762030000000000000.00,150295100000000000000.00,2087344327631,2087344327631,1198857.73,1114391.30,9,70050000000,0.00,127210.00,3101666.00,46,N
97.40,98.38,88.79,89.34,11163,7097,4066,5542,3834,65,1102,726,VERO,VERO,63.58,432207872.00,754389500.00,10128018401.01,13415475138.74,179978480000000000000.00,180079620000000000000.00,3067335336126,3067335920368,96946.55,82826.62,147,840035000000,0.00,4270.00,2625549.00,95,N
99.08,80.00,78.74,29.33,114,109,5,93,5,2,915,915,FALSO,VERO,95.61,82421000.00,794577540.00,479704252.56,426608533.58,181994841000000000.00,689161790000000000.00,3972887815,8983887815,2407.93,1230.03,6,1380000000,4459.00,16455535.00,65759795.00,8,N
98.76,99.16,94.31,94.34,27613,20646,6967,17977,7259,69,1579,1474,VERO,VERO,74.77,725397570.00,2149628160.00,42954648342.63,79903181768.97,6384711500000000000000.00,6386277700000000000000.00,14976450065893,14976565152093,535703.48,423987.78,516,4800000000000,0.00,1924.00,502367.00,688,N
87.04,87.60,60.80,49.82,58,36,22,30,22,2,228,140,FALSO,FALSO,62.07,6296854500.00,10303945700.00,7502027517.05,10375015805.01,107640950000000000000.00,123697720000000000000.00,226686770735,226686770735,2268.45,1392.58,4,89995000000,1899.00,348936.00,2121077.00,10,N
97.93,97.40,43.22,30.62,125,77,48,77,49,5,61,28,FALSO,VERO,61.60,110870840.00,177855312.00,92900043.50,98993172.94,9799646500000000.00,14286567700000000.00,8537055349,8537055349,1311.00,1291.51,7,338000000,0.00,10604.00,124274.00,27,N
85.64,88.45,73.10,51.51,95,64,31,63,39,3,115,53,FALSO,FALSO,67.37,3547687940.00,7324258800.00,6130956904.71,7903154421.16,62459856000000000000.00,76722330000000000000.00,227052000000,227052000000,291.80,326.72,30,15000000000,162.00,129830.00,1860060.00,10,N
98.06,98.63,97.50,97.48,11138,7066,4072,5721,3807,48,1429,817,VERO,VERO,63.44,2344770050.00,4068776700.00,73759999032.69,104959868220.91,11017041000000000000000.00,11019198000000000000000.00,16567975005574,16567975007574,263453.70,131531.35,209,4800000000000,0.00,2490.00,319314.00,86,N
97.32,86.00,66.78,46.14,81,71,10,71,10,1,2212,2210,FALSO,FALSO,87.65,9696940.00,68814696.00,13132953.12,59841116.17,3580959050000000.00,7075867400000000.00,688146898,688482794,1166.46,282.49,5,127000000,0.00,911356.00,5971191.00,9,N
97.85,81.94,13.62,49.20,67,55,12,55,4,0,72,72,FALSO,FALSO,82.09,688927300.00,2777083140.00,200558206.31,2516750703.28,6334033600000000000.00,10694430000000000000.00,33325000000,37891000000,395.01,427.16,2,12978000000,0.00,26431.00,69248.00,7,N
95.73,97.46,62.55,34.60,186,137,49,70,49,0,288,207,FALSO,VERO,73.66,76654808.00,214320560.00,99219064.50,132702319.13,17609907100000000.00,36561768000000000.00,10501708841,10501708841,253.80,255.64,10,716000000,0.00,52002.00,646594.00,5,N
96.30,75.00,38.99,42.98,31,27,4,27,4,0,333,332,FALSO,FALSO,87.10,156136768.00,1053923200.00,200441360.07,850375690.21,723138760000000000.00,1529159400000000000.00,4215692859,4215692859,386.28,402.84,3,1322192859,1148.00,30206.00,56612.00,5,N
91.84,80.00,33.87,16.49,38,28,10,28,7,0,32,24,FALSO,FALSO,73.68,28964286.00,81100000.00,17506084.95,26158937.29,684289890000000.00,3402422360000000.00,811000000,811000000,133.27,113.09,3,101000000,0.00,19519.00,85211.00,6,N
98.40,98.98,91.33,91.07,14308,9314,4994,7540,4694,63,1383,787,VERO,VERO,65.10,671426880.00,1252219260.00,6885941772.69,9843575696.54,96894590000000000000.00,97231050000000000000.00,6253552712466,6253552714466,270976.18,179076.23,350,854421000000,0.00,18057.00,34974376.00,129,N
97.22,91.67,69.96,39.74,89,77,12,23,16,2,1098,1098,FALSO,FALSO,86.52,79212744.00,408047392.00,171602910.80,292435948.17,85518786000000000.00,193651022000000000.00,4896568806,6099380353,16980.99,16159.93,5,1353000000,11171.00,3960276.00,34070047.00,15,N
82.41,90.28,60.23,67.35,598,586,12,540,9,2,1166,1166,FALSO,VERO,97.99,106526376.00,1308442750.00,405294587.20,1905083669.10,3629343570000000000.00,5073946500000000000.00,15701311875,62424629509,3140.58,1090.02,18,3211000000,1119.00,1370341.00,10170476.00,7,N
74.00,85.71,89.23,65.62,130,123,7,38,8,0,773,67,FALSO,VERO,94.62,19780488.00,347571424.00,137506750.83,526367285.42,277062516000000000.00,384509421000000000.00,2433000000,2433000000,373.37,435.80,10,1600000000,831.00,134789.00,811517.00,7,N
97.13,91.67,74.90,52.52,113,101,12,98,9,1,1201,1066,FALSO,VERO,89.38,185286256.00,1559045500.00,627018673.87,1716632879.53,2946828330000000000.00,4834043000000000000.00,18708545436,18713914436,3634.03,3064.44,5,4789000000,0.00,12809.00,61888.00,7,N
93.98,94.21,43.31,35.03,163,141,22,28,22,1,155,132,FALSO,VERO,86.50,20628270.00,126524720.00,24023895.62,96865704.01,9382964900000000.00,20597022500000000.00,2783543669,2908587099,376.45,409.29,12,482000000,1478.00,38504.00,170887.00,11,N
98.92,99.50,92.81,91.21,10309,6382,3927,4554,4123,42,1383,1020,VERO,VERO,61.91,1035555390.00,1682924290.00,8616121667.16,12374865474.57,153137430000000000000.00,153556770000000000000.00,6608820522770,6608824524770,367966.16,258301.14,117,814971000000,0.00,11322.00,14933126.00,174,N
98.30,99.02,78.51,83.65,2286,1406,880,793,831,36,516,291,VERO,VERO,61.50,657900740.00,1051143870.00,1964194524.35,3614218918.74,13062600000000000000.00,13217186000000000000.00,925005009232,925005009232,59521.83,25040.65,68,64563000000,0.00,8566.00,291947.00,125,N
96.81,89.84,61.04,57.42,54,38,16,26,18,0,100,92,FALSO,FALSO,70.37,620184130.00,1472937340.00,925935426.79,2125820817.43,4519114290000000000.00,5246302100000000000.00,23567000000,23567000000,3080.92,2202.06,2,9000000000,763.00,175061.00,1189911.00,12,N
95.55,91.67,51.27,51.85,168,156,12,155,15,0,298,296,FALSO,VERO,92.86,27730546.00,360497120.00,36041616.01,390296768.68,152331581000000000.00,263065166000000000.00,4325965639,4325965639,355.32,237.10,5,1398000000,17934.00,864973.00,8913772.00,3,N
96.48,0.00,33.85,0.00,33,32,1,28,0,0,2151,2151,FALSO,FALSO,96.97,6788503.00,0.00,4167630.79,0.00,0.00,46083774000000.00,0,217232077,0.00,16.10,7,0,9223372036854780000.00,0.00,-9223372036854780000.00,1,N
98.51,95.84,86.33,64.51,116,87,29,73,29,8,1362,579,FALSO,VERO,75.00,27567358000.00,82702090000.00,66508691932.85,102478797146.07,10501902000000000000000.00,13541744000000000000000.00,2398361053663,2398361054663,283972.01,203916.19,7,350000000000,0.00,393458.00,4733984.00,21,N
97.25,75.00,24.12,37.80,433,429,4,222,1,0,698,697,FALSO,VERO,99.08,144144000.00,15459457000.00,272677707.78,10854541188.76,117821060000000000000.00,352379830000000000000.00,61837826975,61837826975,8252.15,1673.81,9,51837826975,83652.00,19003780.00,37923909.00,6,N
98.49,98.04,84.28,84.29,324,271,53,183,87,0,1479,1315,FALSO,VERO,83.64,46612788.00,238340640.00,250959491.73,601621941.88,361948954000000000.00,398708377000000000.00,12632055139,12632055139,14767.93,5092.04,7,5902453537,0.00,556001.00,9682088.00,19,N
99.23,98.83,76.55,78.44,307,198,109,140,169,4,797,714,FALSO,VERO,64.50,663972420.00,1206023550.00,2220087662.06,4073628928.23,16594452000000000000.00,16888272000000000000.00,131456532862,131466538440,7259.75,11509.56,6,20619933724,0.00,76907.00,1443660.00,73,N
90.10,96.30,99.59,79.39,1797,1770,27,1639,22,0,918,564,FALSO,VERO,98.50,7495451.50,491357024.00,162230668.00,1217556179.76,1482442800000000000.00,1716565250000000000.00,13266640134,13266969056,2046.69,1347.26,29,6396000000,0.00,210602.00,2820502.00,46,N
99.60,80.00,69.76,56.11,260,255,5,253,3,0,2311,2213,FALSO,VERO,98.08,47838672.00,2439772670.00,89107361.05,2568056119.92,6594912500000000000.00,12316256000000000000.00,12198861287,12198861287,183887.10,1541.26,9,6950134974,102709.00,9342496.00,18582283.00,1,N
99.38,91.67,34.07,63.75,174,162,12,133,20,1,1796,1713,FALSO,VERO,93.10,7413283.00,89415832.00,4545023.37,118264235.24,13986428900000000.00,20710849800000000.00,1072990094,1200952025,3793.25,86.09,6,401285583,12683.00,1692929.00,5385159.00,6,N
92.99,75.00,68.18,52.20,103,99,4,39,4,0,981,980,FALSO,VERO,96.12,556622140.00,13776404500.00,1924270422.46,14171502008.94,200831460000000000000.00,375594100000000000000.00,55105618963,55105618963,531104.23,6606.75,2,47626809481,7305.00,1144535.00,2281765.00,8,N
96.71,95.24,44.21,58.65,232,211,21,158,27,0,238,224,FALSO,VERO,90.95,23860064.00,239736928.00,41377417.42,290200981.96,84216612000000000.00,130819412000000000.00,5034475397,5034475397,505.65,409.43,9,996000104,115.00,70137.00,195025.00,12,N
94.02,91.67,4.93,29.39,128,116,12,107,15,0,2134,2134,FALSO,VERO,90.63,110086200.00,656083390.00,15595959.34,356389158.32,127013238000000000.00,425126033000000000.00,7873000000,12770000000,96090.91,1329.06,3,2750249969,168544357.00,168544357.00,168544357.00,12,N
99.42,94.90,72.60,88.15,197,174,23,171,21,10,633,632,FALSO,VERO,88.32,84014248.00,635586050.00,353857087.27,1863854871.85,3473955090000000000.00,3778186110000000000.00,14618479207,14618479207,1328.50,1714.38,6,5330460000,139.00,1148140.00,12918478.00,17,N
94.69,88.89,75.61,59.04,44,35,9,35,8,0,923,877,FALSO,FALSO,79.55,311680000.00,1212088830.00,542034688.42,1408379614.27,1983533000000000000.00,2794269440000000000.00,10908800798,10908800798,13728.11,1303.56,2,4390550000,8591.00,2545523.00,12198581.00,10,N
